IDPlots,ID,DBH_mm,Height_m,Species,Cont,Species_n,DBH,BA,dist_stand,prop_stand,dist_water,elevation,alive,deformated,bio,abio,BA_tree,pine,birch,response,dist_stand_scaled,prop_stand_scaled,elevation_scaled,dist_water_scaled
38,43,10,2,6,Medium,BEPE,1,12.65970552,49,0.2,5094.11979045847,125,yes,no,no,no,7.854e-5,no,yes,0,-0.5278065508969045,-1.0543835780358426,-0.39198315141618456,1.9171762946392301
38,39,36,NA,16,Medium,POTR,3.6,12.65970552,49,0.2,5094.11979045847,125,yes,no,no,no,0.0010178784,no,no,1.2809338454620642,-0.5278065508969045,-1.0543835780358426,-0.39198315141618456,1.9171762946392301
38,33,65,NA,19,Medium,POTR,6.5,12.65970552,49,0.2,5094.11979045847,125,yes,no,yes,no,0.0033183149999999996,no,no,1.8718021769015913,-0.5278065508969045,-1.0543835780358426,-0.39198315141618456,1.9171762946392301
38,38,6,NA,6,Medium,BEPE,0.6,12.65970552,49,0.2,5094.11979045847,125,yes,no,no,no,2.8274399999999998e-5,no,yes,-0.5108256237659907,-0.5278065508969045,-1.0543835780358426,-0.39198315141618456,1.9171762946392301
38,37,20,4.4,6,Medium,BEPE,2,12.65970552,49,0.2,5094.11979045847,125,yes,no,no,no,3.1416e-4,no,yes,0.6931471805599453,-0.5278065508969045,-1.0543835780358426,-0.39198315141618456,1.9171762946392301
43,41,20,NA,9,Medium,BEPE,2,13.87110648,6,1,4458.06623908937,122,yes,no,yes,no,3.1416e-4,no,yes,0.6931471805599453,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,43,35,NA,9,Medium,BEPE,3.5,13.87110648,6,1,4458.06623908937,122,yes,no,yes,no,9.62115e-4,no,yes,1.252762968495368,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,44,256,11.2,4,Medium,PISY,25.6,13.87110648,6,1,4458.06623908937,122,yes,no,yes,no,0.05147197440000001,yes,no,3.242592351485517,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,42,60,6.1,9,Medium,BEPE,6,13.87110648,6,1,4458.06623908937,122,yes,no,yes,no,0.00282744,no,yes,1.791759469228055,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,1,46,7.9,9,Medium,BEPE,4.6,13.87110648,6,1,4458.06623908937,122,yes,no,yes,no,0.0016619063999999998,no,yes,1.5260563034950492,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,2,36,5.4,6,Medium,BEPE,3.6,13.87110648,6,1,4458.06623908937,122,yes,no,no,no,0.0010178784,no,yes,1.2809338454620642,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,39,11,NA,9,Medium,BEPE,1.1,13.87110648,6,1,4458.06623908937,122,yes,no,yes,no,9.503340000000001e-5,no,yes,0.09531017980432493,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,40,10,NA,9,Medium,BEPE,1,13.87110648,6,1,4458.06623908937,122,yes,no,yes,no,7.854e-5,no,yes,0,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,3,40,NA,6,Medium,BEPE,4,13.87110648,6,1,4458.06623908937,122,yes,no,no,no,0.00125664,no,yes,1.3862943611198906,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,19,31,NA,6,Medium,BEPE,3.1,13.87110648,6,1,4458.06623908937,122,yes,no,no,no,7.547694000000001e-4,no,yes,1.1314021114911006,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,6,51,NA,6,Medium,BEPE,5.1,13.87110648,6,1,4458.06623908937,122,yes,no,no,no,0.0020428254,no,yes,1.62924053973028,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,12,61,NA,6,Medium,BEPE,6.1,13.87110648,6,1,4458.06623908937,122,yes,no,no,no,0.0029224733999999994,no,yes,1.8082887711792655,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,7,15,NA,6,Medium,BEPE,1.5,13.87110648,6,1,4458.06623908937,122,yes,no,no,no,1.76715e-4,no,yes,0.4054651081081644,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,5,15,3.5,6,Medium,BEPE,1.5,13.87110648,6,1,4458.06623908937,122,yes,no,no,no,1.76715e-4,no,yes,0.4054651081081644,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,8,20,2.5,6,Medium,BEPE,2,13.87110648,6,1,4458.06623908937,122,yes,no,no,no,3.1416e-4,no,yes,0.6931471805599453,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
43,20,10,3.2,6,Medium,BEPE,1,13.87110648,6,1,4458.06623908937,122,yes,no,no,no,7.854e-5,no,yes,0,-0.9797898682237818,0.8554654556085705,-1.108219232058573,1.3713275643155165
