IDPlots,ID,DBH_mm,Height_m,heigh_class,Species,Cont,Species_n,DBH,BA,dist_stand,prop_stand,dist_water,elevation,alive,deformated,bio,abio,BA_tree,pine,birch,response,dist_stand_scaled,prop_stand_scaled,elevation_scaled,dist_water_scaled
95,24,143,6.8,6-6.9,5,Medium,PISY,14.3,16.4843679,311,0,3651.09160595299,124,yes,yes,no,no,0.0160606446,yes,no,1.916922612182061,2.2261383128156966,-1.5318458364469458,-0.6307285116303141,0.6787977011415816
95,15,83,4.1,4-4.9,3,Medium,PISY,8.3,16.4843679,311,0,3651.09160595299,124,yes,no,no,yes,0.0054106206,yes,no,1.410986973710262,2.2261383128156966,-1.5318458364469458,-0.6307285116303141,0.6787977011415816
95,14,18,2.8,2-2.9,1,Medium,PISY,1.8,16.4843679,311,0,3651.09160595299,124,yes,no,no,no,2.544696e-4,yes,no,1.0296194171811581,2.2261383128156966,-1.5318458364469458,-0.6307285116303141,0.6787977011415816
95,20,79,5.2,5-5.9,1,Medium,PISY,7.9,16.4843679,311,0,3651.09160595299,124,yes,no,no,no,0.0049016814,yes,no,1.6486586255873816,2.2261383128156966,-1.5318458364469458,-0.6307285116303141,0.6787977011415816
95,22,21,3,3-3.9,1,Medium,PISY,2.1,16.4843679,311,0,3651.09160595299,124,yes,no,no,no,3.463614e-4,yes,no,1.0986122886681098,2.2261383128156966,-1.5318458364469458,-0.6307285116303141,0.6787977011415816
95,21,19,2.9,2-2.9,1,Medium,PISY,1.9,16.4843679,311,0,3651.09160595299,124,yes,no,no,no,2.835294e-4,yes,no,1.0647107369924282,2.2261383128156966,-1.5318458364469458,-0.6307285116303141,0.6787977011415816
95,25,62,4.7,4-4.9,4,Medium,PISY,6.2,16.4843679,311,0,3651.09160595299,124,yes,no,yes,no,0.0030190776,yes,no,1.547562508716013,2.2261383128156966,-1.5318458364469458,-0.6307285116303141,0.6787977011415816
95,26,10,2.1,2-2.9,1,Medium,PISY,1,16.4843679,311,0,3651.09160595299,124,yes,no,no,no,7.854e-5,yes,no,0.7419373447293773,2.2261383128156966,-1.5318458364469458,-0.6307285116303141,0.6787977011415816
95,27,92,5.7,5-5.9,1,Medium,PISY,9.2,16.4843679,311,0,3651.09160595299,124,yes,no,no,no,0.0066476256,yes,no,1.7404661748405046,2.2261383128156966,-1.5318458364469458,-0.6307285116303141,0.6787977011415816
95,13,67,4.8,4-4.9,3,Medium,PISY,6.7,16.4843679,311,0,3651.09160595299,124,yes,no,no,yes,0.0035256606,yes,no,1.5686159179138452,2.2261383128156966,-1.5318458364469458,-0.6307285116303141,0.6787977011415816
95,28,114,6.1,6-6.9,1,Medium,PISY,11.4,16.4843679,311,0,3651.09160595299,124,yes,no,no,no,0.0102070584,yes,no,1.8082887711792655,2.2261383128156966,-1.5318458364469458,-0.6307285116303141,0.6787977011415816
95,1,53,4.7,4-4.9,1,Medium,PISY,5.3,16.4843679,311,0,3651.09160595299,124,yes,no,no,no,0.0022061886,yes,no,1.547562508716013,2.2261383128156966,-1.5318458364469458,-0.6307285116303141,0.6787977011415816
95,12,53,4.4,4-4.9,3,Medium,PISY,5.3,16.4843679,311,0,3651.09160595299,124,yes,no,no,yes,0.0022061886,yes,no,1.4816045409242156,2.2261383128156966,-1.5318458364469458,-0.6307285116303141,0.6787977011415816
