IDPlots,ID,DBH_mm,Height_m,heigh_class,Species,Cont,Species_n,DBH,BA,dist_stand,prop_stand,dist_water,elevation,alive,deformated,bio,abio,BA_tree,pine,birch,response,dist_stand_scaled,prop_stand_scaled,elevation_scaled,dist_water_scaled
213,2,95,5.2,5-5.9,26,High,PYCO,9.5,0.85082382,10,0,1187.01926411821,124,yes,no,no,no,0.007088235,no,no,1.6486586255873816,-0.9377449084724444,-1.5318458364469458,-0.6307285116303141,-1.4358210386188854
236,5,75,4.6,4-4.9,26,High,PYCO,7.5,4.0546275,91,0.2,1297.88164450309,122,yes,no,no,no,0.004417875,no,no,1.5260563034950492,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,4,50,4.2,4-4.9,26,High,PYCO,5,4.0546275,91,0.2,1297.88164450309,122,yes,no,no,no,0.0019635,no,no,1.4350845252893227,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,2,23,2.2,2-2.9,4,High,PISY,2.3,4.0546275,91,0.2,1297.88164450309,122,yes,no,yes,no,4.154766e-4,yes,no,0.7884573603642703,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,3,30,2.3,2-2.9,4,High,PISY,3,4.0546275,91,0.2,1297.88164450309,122,yes,no,yes,no,7.0686e-4,yes,no,0.8329091229351039,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,1,40,2.5,2-2.9,4,High,PISY,4,4.0546275,91,0.2,1297.88164450309,122,yes,no,yes,no,0.00125664,yes,no,0.9162907318741551,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,10,5,1.5,1.3-1.9,26,High,PYCO,0.5,4.0546275,91,0.2,1297.88164450309,122,yes,no,no,no,1.9635e-5,no,no,0.4054651081081644,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,6,75,4.7,4-4.9,4,High,PISY,7.5,4.0546275,91,0.2,1297.88164450309,122,yes,no,yes,no,0.004417875,yes,no,1.547562508716013,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,7,120,5.5,5-5.9,4,High,PISY,12,4.0546275,91,0.2,1297.88164450309,122,yes,no,yes,no,0.01130976,yes,no,1.7047480922384253,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,8,90,5.5,5-5.9,4,High,PISY,9,4.0546275,91,0.2,1297.88164450309,122,yes,no,yes,no,0.00636174,yes,no,1.7047480922384253,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,9,111,5.2,5-5.9,1,High,PISY,11.1,4.0546275,91,0.2,1297.88164450309,122,yes,no,no,no,0.0096769134,yes,no,1.6486586255873816,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
237,10,19,2.2,2-2.9,4,High,PISY,1.9,3.97011846,318,1,1042.24468175331,124,yes,no,yes,no,2.835294e-4,yes,no,0.7884573603642703,2.299716992380537,0.8554654556085705,-0.6307285116303141,-1.5600637565424407
237,9,80,4.4,4-4.9,4,High,PISY,8,3.97011846,318,1,1042.24468175331,124,yes,no,yes,no,0.00502656,yes,no,1.4816045409242156,2.299716992380537,0.8554654556085705,-0.6307285116303141,-1.5600637565424407
237,8,54,3.6,3-3.9,1,High,PISY,5.4,3.97011846,318,1,1042.24468175331,124,yes,no,no,no,0.0022902264,yes,no,1.2809338454620642,2.299716992380537,0.8554654556085705,-0.6307285116303141,-1.5600637565424407
