id,dist,comp,prop,dist_water,elevation,contamination,comp_point,cont_code,cont_class,comp_class,n_micro,n_large,prop_def_all,prop_def_pine,prop_def_birch,prop_dead,prop_BA_pine,prop_BA_birch,shannon_exp,shannon_diam,response,dist_stand_scaled,prop_stand_scaled,elevation_scaled,dist_water_scaled,shannon_height,openness,H_percentile,Cont_UA,n_micro_scaled
2730,240,10Сз,1,3333.09114787691,130,Low,7,0,2,3,0,1000,0,0,0,0,1,0,1,8.70550563296124,1,1.3248223521813407,0.9063936238393148,0.7527263640212435,0.5680328799073129,6.597539553864471,0,7.899999999999999,Низьке,0
289,297,10Сз,1,3630.830295541,129,Low,7,0,2,3,0,3400,0,0,0,0.0294117647058824,0.995406359098971,0.0045936409010286,1.0297448171147192,9.47546748104988,0.995406359098971,1.9198370423325533,0.9063936238393148,0.5312097483235636,0.8304824625207197,6.999697727498853,1,6.799999999999999,Низьке,0
3210,9,10Сз,1,4227.24931296338,135,Low,7,0,2,3,0,1200,0,0,0,0,1,0,1,7.2369838003579,1,-1.0865529710630473,0.9063936238393148,1.8603094425096425,1.3562108506525998,4.870801289640724,1,14.95,Низьке,0
3380,14,7Бп2Сз1Гз,0.2,4507.68717724274,129,Low,5,0,2,6,0,3400,0,0,0,0.0294117647058824,0.590071070309486,0.409928929690514,1.9676356989303598,12.1671763131381,0.590071070309486,-1.0343586999971515,-0.9940347375947703,0.5312097483235636,1.603409786387278,11.832518457360038,1,12.64,Низьке,0
984,150,7Бп3Сз,0.3,5145.99633068825,135,Medium,6,1,1,7,0,2100,0,0,0,0,0.773936151264934,0.226063848735065,1.7065543326147963,10.1590836745009,0.773936151264934,0.38532547299521547,-0.7564811924155097,1.8603094425096425,2.166063277587206,9.51009847477102,1,12,Середнє,0
983,179,7Бп3Сз,0.3,4955.51440186359,133,Medium,7,1,1,3,0,1100,0,0,0,0,0.94922308900323,0,1.2223759779818761,7.53693041596068,0.94922308900323,0.6880522451774114,-0.7564811924155097,1.4172762111142827,1.9981582402159372,6.6444919442244625,1,9.360000000000001,Середнє,0
1005,9,7Бп3Сз,0.3,4534.51334281818,129,Medium,1,1,1,1,400,4800,0.0666666666666667,1,0.222222222222222,0.0625,0.00577595699886506,0.877283064084011,1.582713367350082,4.4486540119136,0.00577595699886506,-1.0865529710630473,-0.7564811924155097,0.5312097483235636,1.6270563777530038,6.398708462300241,1,13.06,Середнє,0.36363636363636365
1004,157,10Сз,1,4358.72553652775,129,Medium,7,1,1,3,400,300,0,0,0,0,0.999503133302237,0,1.004285659292004,3,0.999503133302237,0.45839745248746966,0.9063936238393148,0.5312097483235636,1.4721038404350026,2.9999999999999996,0,8.239999999999998,Середнє,0.36363636363636365
1027,40,10Бп,0,4114.22598585235,130,Medium,6,1,1,7,0,1100,0.636363636363636,0.857142857142857,0.333333333333333,0,0.941387681187701,0.0578317579012278,1.2551792754575906,5.8577259919198,0.941387681187701,-0.7629484904544931,-1.4691418279532915,0.7527263640212435,1.2565836257525873,5.164120008639386,0,9.1,Середнє,0
364,140,9Бп1Сз,0.1,3472.80892020886,124,Medium,5,1,1,6,0,600,0.166666666666667,0.2,0,0,0.670394636599116,0,1.884945310928253,6,0.670394636599116,0.28093693086342375,-1.231588282774031,-0.5763733301648353,0.6911905879879621,2.381101577952299,0,4.56,Середнє,0
341,54,10Сз,1,3299.21249139333,127,Medium,7,1,1,3,0,400,0,0,0,0,1,0,1,4,1,-0.6168045314699847,0.9063936238393148,0.08817651692820407,0.5381696948899033,1.7547653506033232,0,5.07,Середнє,0
318,34,10Сз,1,3144.72408386088,130,Medium,7,1,1,3,100,500,0,0,0,0,0.983598602484472,0,1.0872833793311782,2.58640928985893,0.983598602484472,-0.8255816157335681,0.9063936238393148,0.7527263640212435,0.4019920427618573,2.586409289858933,0,3.64,Середнє,0.09090909090909091
295,173,10Сз,1,2968.01908674132,124,Medium,7,1,1,3,100,300,1,1,0,0,1,0,1,1.88988157484231,1,0.6254191198983363,0.9063936238393148,-0.5763733301648353,0.24623102475809286,1.8898815748423097,0,2.2399999999999998,Середнє,0.09090909090909091
296,65,10Сз,1,2830.50134362837,126,Medium,7,1,1,3,0,1200,0.272727272727273,0.272727272727273,0,0.0833333333333333,1,0,1,3.86595754555187,1,-0.5019771351250139,0.9063936238393148,-0.13334009876947572,0.1250125871925702,1.3322056912494478,0,3.26,Середнє,0
272,5,10Сз,1,2704.65051835361,124,Medium,7,1,1,3,0,400,0,0,0,0.25,1,0,1,2.82842712474619,1,-1.128308387915764,0.9063936238393148,-0.5763733301648353,0.014078244752061085,2.82842712474619,0,3.8899999999999997,Середнє,0
248,80,10Сз,1,2478.1731657493,124,Medium,5,1,1,6,200,500,0,0,0,0,0.592568207069668,0.404798156454467,1.9973329624560923,5,0.592568207069668,-0.34539432192732633,0.9063936238393148,-0.5763733301648353,-0.18555585485733794,3.7892914162759954,0,9.579999999999998,Середнє,0.18181818181818182
270,51,10Сз,1,2341.83616723294,126,Medium,7,1,1,3,0,1700,0.0666666666666667,0.0666666666666667,0,0.117647058823529,1,0,1,11.307652494684,1,-0.6481210941095222,0.9063936238393148,-0.13334009876947572,-0.3057334957087593,5.91937566707958,1,12.22,Середнє,0
269,37,10Сз,1,2068.31647668514,126,Medium,7,1,1,3,0,2100,0,0,0,0,1,0,1,8.44192866399272,1,-0.7942650530940306,0.9063936238393148,-0.13334009876947572,-0.5468342350102853,5.035949635477414,1,5.5,Середнє,0
169,218,9Сз1Бп,0.9,429.582452146226,123,High,0,2,0,0,0,1100,0,0,0,0,0,0,1,1.60663079608635,0,1.095167559491399,0.6688400786600542,-0.797889945862515,-1.9913371300069798,1.7967017416268891,0,2.15,Високе,0
239,17,10Сз,1,656.646835066801,127,High,7,2,0,3,0,1300,0,0,0,0.230769230769231,1,0,1,7.62749299003007,1,-1.003042137357614,0.9063936238393148,0.08817651692820407,-1.7911855779137742,8.1510551826422,1,14.600000000000001,Високе,0
262,90,10Сз,1,941.64316201384,126,High,7,2,0,3,0,500,0,0,0,0,1,0,1,5,1,-0.24100577979553467,0.9063936238393148,-0.13334009876947572,-1.5399684717978168,2.8717458874925876,0,6.4399999999999995,Високе,0
263,89,10Сз,1,910.949085879139,126,High,7,2,0,3,100,700,0.571428571428571,0.571428571428571,0,0,1,0,1,7,1,-0.2514446340087138,0.9063936238393148,-0.13334009876947572,-1.5670245292006035,3.5859888270569535,1,10.04,Високе,0.09090909090909091
286,232,10Сз,1,1210.50620341951,125,High,7,2,0,3,100,500,0.2,0.2,0,0,1,0,1,5,1,1.2413115184759074,0.9063936238393148,-0.3548567144671555,-1.3029724517893948,3.7892914162759954,0,6.779999999999999,Високе,0.09090909090909091
309,304,10Сз,1,1510.23020702502,127,High,7,2,0,3,0,700,0,0,0,0,1,0,1,5.74234749205346,1,1.9929090218248073,0.9063936238393148,0.08817651692820407,-1.0387732685021758,3.5859888270569535,0,5.14,Високе,0
332,114,10Сз,1,1810.03258221912,132,High,7,2,0,3,0,500,0,0,0,0,1,0,1,5,1,0.009526721320765385,0.9063936238393148,1.195759595416603,-0.7745050026274783,2.586409289858933,0,5.64,Високе,0
331,199,9Сз1Бп,0.9,1825.66114144143,133,High,6,2,0,7,0,200,0,0,0,0,0.9,0,1.384145488461686,2,0.9,0.8968293294409947,0.6688400786600542,1.4172762111142827,-0.7607288200968166,2,0,2.2199999999999998,Високе,0
284,148,10Сз,1,1326.44596101871,127,High,7,2,0,3,0,3200,0.419354838709677,0.448275862068966,0,0.03125,0.997631426680376,0,1.018290997549464,7.020761974385,0.997631426680376,0.36444776456885714,0.9063936238393148,0.08817651692820407,-1.200774466643891,5.512492188340269,1,7.479999999999995,Високе,0
261,126,10Сз,1,1060.18960008138,124,High,7,2,0,3,0,400,0,0,0,0,1,0,1,4,1,0.1347929718789154,0.9063936238393148,-0.5763733301648353,-1.435472763271664,4,0,5.21,Високе,0
306,16,10Сз,1,1633.88051185026,129,High,7,2,0,3,0,900,0.125,0.125,0,0.111111111111111,1,0,1,9,1,-1.0134809915707932,0.9063936238393148,0.5312097483235636,-0.9297786295841616,5.349418023423783,1,7.9,Високе,0
283,205,8Бп2Влч,0,1475.52985323411,125,High,7,2,0,3,0,600,0.5,0.5,0,0,1,0,1,4.7622031559046,1,0.9594624547200697,-1.4691418279532915,-0.3548567144671555,-1.0693607590636671,3.77976314968462,0,5.970000000000001,Високе,0
237,318,10Сз,1,1042.24468175331,124,High,7,2,0,3,0,1000,0,0,0,0,1,0,1,6.59753955386447,1,2.139052980809316,0.9063936238393148,-0.5763733301648353,-1.451290758191657,4.3527528164806215,0,5.460000000000001,Високе,0
236,91,8Бп2Сз,0.2,1297.88164450309,122,High,6,2,0,7,0,1000,0,0,0,0,0.842130750605327,0,1.5466938572840576,8.70550563296124,0.842130750605327,-0.2305669255823555,-0.9940347375947703,-1.0194065615601948,-1.2259531944194524,3.7204105801130147,0,5.5,Високе,0
259,89,8Бп2Сз,0.2,1462.85072642559,121,High,7,2,0,3,0,500,0.6,0.6,0,0,1,0,1,5,1,-0.2514446340087138,-0.9940347375947703,-1.2409231772578746,-1.0805370909800627,1.6493848884661177,0,4.6,Високе,0
257,10,8Бп2Сз,0.2,1266.4010620886,119,High,7,2,0,3,0,200,1,1,0,0,1,0,1,2,1,-1.0761141168498682,-0.9940347375947703,-1.6839564086532341,-1.2537025373591693,2,0,3.98,Високе,0
